"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-edac646a2a93a94061b5346e","crates/kernel/eliot-platform-windows/src/lib.rs","897","897","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-f7a240c2069d54146726d464","crates/kernel/eliot-platform-windows/src/lib.rs","930","930","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-0b7226bb5e52460ae545deb0","crates/kernel/eliot-platform-windows/src/lib.rs","1012","1012","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-fdf3012050bd5153de156ee2","crates/kernel/eliot-platform-windows/src/lib.rs","1035","1035","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-c3a3660e7d382ef2a2483930","crates/kernel/eliot-platform-windows/src/lib.rs","1059","1059","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-196979d7ea34156d517978ee","crates/kernel/eliot-platform-windows/src/lib.rs","1091","1091","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-0abc4bea92f39d1f0a0d2df9","crates/kernel/eliot-platform-windows/src/lib.rs","1107","1107","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-06e5b014e021f0f577ea15ce","crates/kernel/eliot-platform-windows/src/lib.rs","1265","1265","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-1fb541ad6eb2b70a03b13b22","crates/kernel/eliot-platform-windows/src/lib.rs","1299","1299","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-1c118fa4b5e97921b70763c2","crates/kernel/eliot-platform-windows/src/lib.rs","1321","1321","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-554f14b2f901ef7561c0291c","crates/kernel/eliot-platform-windows/src/lib.rs","1352","1352","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-a7b92a478be714793180ab51","crates/kernel/eliot-platform-windows/src/lib.rs","1589","1589","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-96dd47679086dd795bafde9b","crates/kernel/eliot-platform-windows/src/lib.rs","1618","1618","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-8e88257103457549a9456e5c","crates/kernel/eliot-platform-windows/src/lib.rs","1640","1640","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-8fc464d5dd0e5505346b8f44","crates/kernel/eliot-platform-windows/src/lib.rs","1685","1685","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-ee14e742333bd71a7c2bcad1","crates/kernel/eliot-platform-windows/src/lib.rs","1720","1720","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-5f47d96ae7cfffb3260eab8e","crates/kernel/eliot-platform-windows/src/lib.rs","1741","1741","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-f163f32bbe049cdd1b02ddbc","crates/kernel/eliot-platform-windows/src/lib.rs","1776","1776","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-2d8b1472377c8460a3491784","crates/kernel/eliot-platform-windows/src/lib.rs","1850","1850","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-6666ee76a93f3674fdbf96d1","crates/kernel/eliot-platform-windows/src/lib.rs","1889","1889","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-791e2437d80edc233afa9bc9","crates/kernel/eliot-platform-windows/src/lib.rs","1910","1910","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-e223975b07813710926b6c97","crates/kernel/eliot-platform-windows/src/lib.rs","1940","1940","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-8fa64a437508badf7557b9ab","crates/kernel/eliot-platform-windows/src/lib.rs","1997","1997","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-d732a6f4e735fa72f3ecd9dc","crates/kernel/eliot-platform-windows/src/lib.rs","2204","2204","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-6701e955d59d6c9e545ca3b6","crates/kernel/eliot-platform-windows/src/lib.rs","2916","2916","production-or-mixed","typed/HostOwnerLeaseError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","HostOwnerLeaseError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-a161db2e3da0f8f0e9aab67a","crates/kernel/eliot-platform-windows/src/lib.rs","3022","3022","production-or-mixed","typed/HostOwnerLeaseReleaseError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","HostOwnerLeaseReleaseError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-460cb44673260ee8babc6194","crates/kernel/eliot-platform-windows/src/lib.rs","3104","3104","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-c30f72cef94cbb5bafb407b7","crates/kernel/eliot-platform-windows/src/lib.rs","3125","3125","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-60e1068bbdadf04ccb81dabd","crates/kernel/eliot-platform-windows/src/lib.rs","3175","3175","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-c69c021ce39aa6f76989ac78","crates/kernel/eliot-platform-windows/src/lib.rs","3224","3224","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-42b550e33bcd52191ce414c0","crates/kernel/eliot-platform-windows/src/lib.rs","3275","3275","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-99ad64dd30c11d7ce1da779c","crates/kernel/eliot-platform-windows/src/lib.rs","3324","3324","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-4d70d2427aa5eaa2e2b4224f","crates/kernel/eliot-platform-windows/src/lib.rs","3385","3385","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-9cf2945c0c56c86d10157521","crates/kernel/eliot-platform-windows/src/lib.rs","3445","3445","production-or-mixed","typed/ProtectedPathError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","ProtectedPathError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-5dcddda919d1cdaa638a0cf6","crates/kernel/eliot-platform-windows/src/lib.rs","3844","3844","production-or-mixed","typed/DirectoryPublicationError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","DirectoryPublicationError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-c7b1dbed21a5f7fa9075ded0","crates/kernel/eliot-platform-windows/src/lib.rs","3887","3887","production-or-mixed","typed/DirectoryPublicationError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","DirectoryPublicationError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-18519a0eb31101669516b3d3","crates/kernel/eliot-platform-windows/src/lib.rs","3941","3941","production-or-mixed","typed/PackageStagingError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","PackageStagingError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-bcb0cc76db1746078874f554","crates/kernel/eliot-platform-windows/src/lib.rs","3969","3969","production-or-mixed","typed/DirectoryPublicationError::UnsupportedPlatform","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","DirectoryPublicationError::UnsupportedPlatform","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-6d9bb2246602af0b4ba69f6f","crates/kernel/eliot-platform-windows/src/lib.rs","4787","4787","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-008f872238c1b70f6a361d0f","crates/kernel/eliot-platform-windows/src/lib.rs","4808","4808","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-db18bdb6c122745f9a0ae135","crates/kernel/eliot-platform-windows/src/lib.rs","4814","4814","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-aa10471c7376eac6384876e2","crates/kernel/eliot-platform-windows/src/lib.rs","4818","4818","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
"R1-13cab5c926c5a3c843ac46da","crates/kernel/eliot-platform-windows/src/lib.rs","4821","4821","production-or-mixed","typed/WindowsAdapterError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","WindowsAdapterError::Unavailable","f355974e1a4e34ab56daa7ab0ec8639601238469d77481447c266d3c8b01eacf"
